id_player,first_activity_year,Won
D490,2000,0
R872,2005,0
PG63,2011,0
AB36,No data,No data
F287,1996,0
G199,1987,1
N803,1951,3
HB12,2011,0
GA21,2006,0
B787,1999,0
L972,2010,0
C499,1997,0
BN81,2013,0
D679,2003,0
S985,2003,0
KB94,2008,0
B208,No data,No data
T032,1979,228
CH10,No data,No data
P254,1990,28
GJ76,2014,0
V625,2007,0
G370,No data,No data
PL34,2013,0
BU81,2015,0
N354,1999,1
A067,2011,0
F708,2007,0
P532,No data,No data
DH19,2016,0
E201,1999,0
C670,2000,0
BL68,2012,0
M885,1999,0
J126,No data,No data
M649,1995,0
C664,1999,0
L557,2000,0
LB89,2010,0
R331,No data,No data
T998,No data,No data
G402,1998,0
H731,2003,0
V157,1992,7
BU95,2015,0
N340,1999,1
A073,1952,86
P526,1999,0
A0B8,No data,No data
GJ62,2014,0
I349,2015,0
V631,No data,No data
HG89,2014,0
H057,1978,1
R457,1998,0
S991,2001,0
MH29,2007,0
KB80,2008,0
L231,1991,18
CH04,2012,0
S749,1997,0
W507,2005,0
GD92,2009,0
V619,2007,0
K576,2000,0
BK32,2012,0
MH01,2006,0
B234,1942,56
S761,No data,No data
DH25,No data,No data
T768,1970,0
B552,1995,0
MO67,2012,0
R319,No data,No data
H719,No data,No data
O076,1986,76
W261,1996,0
I407,2014,0
F734,2010,0
W275,1998,0
I413,2014,0
F720,2008,0
E229,2004,0
DH31,No data,No data
M675,1998,0
B546,No data,No data
BL40,No data,No data
C658,1999,0
MO73,2012,0
CA86,2005,0
BK26,No data,No data
MH15,2007,0
CH38,2012,0
D889,2007,0
S775,1998,0
A0A4,No data,No data
A729,No data,No data
W513,2006,0
GD86,2014,0
G358,1998,0
MQ17,2013,0
H080,No data,No data
P297,No data,No data
PE49,2009,0
D862,2006,0
MF26,No data,No data
BE15,2005,0
LE38,2013,0
KB57,2008,0
MO98,2014,0
KE31,2012,0
L580,2000,0
M846,1998,0
B0Q4,2022,0
MA40,2001,0
N397,2001,0
MV71,2014,0
F913,No data,No data
BU42,2014,0
F907,2014,0
MV65,2014,0
V194,1994,0
BU56,2014,0
L594,No data,No data
KE25,2012,0
B0P0,No data,No data
CA79,2005,0
MA54,No data,No data
BB67,No data,No data
D876,2007,0
MF32,No data,No data
BE01,No data,No data
R494,1999,0
DA70,2010,0
KB43,2008,0
BR30,1903,34
GD79,2013,0
BE29,2005,0
CF37,No data,No data
D686,2003,1
DA58,2010,0
GD51,No data,No data
A926,No data,No data
GJ89,2014,0
A0L3,No data,No data
V802,2011,0
PE75,2009,0
A098,No data,No data
H902,No data,No data
PB13,2004,2
AG46,2015,0
GC37,2009,0
BL97,2012,0
CA51,No data,No data
T973,No data,No data
LB62,2009,0
C857,2002,0
B591,1998,0
BL83,2012,0
KE19,2012,0
T967,2006,0
CA45,2004,0
LB76,2010,0
B585,1998,0
PB07,2004,0
AG52,2018,0
MV59,No data,No data
GD45,2010,0
HG76,No data,No data
A932,2008,0
A0M7,No data,No data
PE61,No data,No data
CF23,2010,0
LE10,No data,No data
MV58,2014,0
GC22,2009,0
AG53,2015,0
H917,2007,1
B584,No data,No data
T966,2006,0
CA44,2006,0
BL82,2012,0
KE18,2012,0
LE11,2014,0
CF22,No data,No data
PE60,No data,No data
A0M6,No data,No data
V817,No data,No data
A933,2008,0
HG77,No data,No data
GD44,No data,No data
PE74,No data,No data
V803,No data,No data
A0L2,No data,No data
GJ88,2021,0
A927,2008,0
GD50,2013,0
DA59,2010,0
CF36,2010,0
BE28,2005,0
B590,2000,0
C856,2002,16
LB63,No data,No data
CA50,2006,0
T972,2006,0
BL96,No data,No data
GC36,2009,0
AG47,No data,No data
PB12,2004,0
H903,2006,0
BB66,2003,0
MA55,No data,No data
B0P1,2022,0
CA78,No data,No data
M853,1998,0
L595,No data,No data
KE24,2012,0
BU57,2015,0
V195,1995,157
MV64,No data,No data
F906,No data,No data
N382,2000,0
GD78,2010,0
MQ02,1963,0
KB42,2008,0
DA71,2010,0
S953,1999,0
R495,1999,0
BE00,No data,No data
MF33,No data,No data
D877,2007,0
KB56,2008,2
S947,No data,No data
DA65,2012,0
K588,2000,0
R481,1999,0
BE14,No data,No data
MF27,No data,No data
D863,No data,No data
PE48,No data,No data
MQ16,No data,No data
BU43,2014,0
O088,1987,0
F912,No data,No data
MV70,2014,0
V181,No data,No data
T796,2001,0
MA41,2000,35
M847,1998,0
B0Q5,No data,No data
KE30,2012,0
L581,2000,0
MO99,2013,0
K205,1990,1
CA87,2005,0
D136,1968,19
MO72,2012,0
BL41,2013,0
B547,2000,0
M674,1996,0
DH30,No data,No data
F721,2008,0
I412,2014,0
W274,1997,0
O063,1985,0
W512,2007,0
A728,No data,No data
A0A5,No data,No data
F047,1978,51
I374,2013,0
S774,No data,No data
M112,No data,No data
CH39,2012,0
D888,2011,0
MH14,2008,0
BK27,No data,No data
D650,1974,0
S760,1998,0
B235,1968,6
M106,1975,1
BK33,No data,No data
D644,2003,0
V618,No data,No data
GD93,2013,0
W506,No data,No data
P269,1990,101
F735,No data,No data
I406,2014,0
W260,No data,No data
R318,No data,No data
CA93,2005,0
MO66,2012,0
BL55,2012,0
B553,1998,0
DH24,2015,0
C895,2006,0
A072,No data,No data
BU94,2015,0
V156,1991,0
G403,1996,0
T999,2006,1
R330,1987,0
LB88,2010,0
L556,2000,0
M648,No data,No data
T741,No data,No data
MA96,2001,0
CH05,2012,13
KB81,2008,0
L230,1990,0
MH28,2007,0
S990,1999,1
H056,1972,76
HG88,2014,0
V630,2007,0
A714,2004,0
GJ63,No data,No data
I348,2012,0
A0B9,No data,No data
G371,No data,No data
V624,2007,0
A700,2004,0
N433,2002,0
GJ77,No data,No data
T033,1979,8
KB95,2008,28
C117,No data,No data
D678,2005,0
R324,1996,0
L542,1999,1
BL69,2012,0
C671,1999,0
T755,2000,0
E200,1999,0
DH18,2015,0
MA82,2001,0
P533,1999,0
F709,2009,0
A066,1982,36
BU80,2016,0
G417,1998,0
N802,1939,2
F286,1995,0
PG62,2012,0
R873,No data,No data
D491,2000,0
BN80,2015,0
C498,No data,No data
DD29,1957,0
CC46,2007,0
L973,2007,0
G826,2006,0
GA20,2006,0
HB13,2011,0
AE45,1929,6
GA34,No data,No data
HB07,2011,0
BN94,1945,25
CC52,2007,0
L967,2007,0
R867,No data,No data
MD19,1968,4
D485,No data,No data
CD34,No data,No data
GF52,2013,0
MS28,2013,0
N816,1932,8
F292,1996,2
AB23,2013,0
PG76,2011,0
K946,2007,0
S589,No data,No data
J480,No data,No data
BG02,2008,0
DC73,2013,0
MS00,No data,No data
BP33,2013,0
H297,1991,12
I189,2007,0
P080,1960,332
W089,1964,4
KG26,No data,No data
L797,2004,98
B0H7,No data,No data
KG32,2013,0
B976,2001,0
GA08,No data,No data
MS14,1937,0
PI92,No data,No data
P094,No data,No data
K952,2006,0
J494,2010,0
MD25,1968,12
BG16,2007,0
CD08,No data,No data
DC67,2013,0
D452,No data,No data
BI25,2010,0
U107,2007,0
MJ16,2008,0
T219,No data,No data
LI08,2014,0
B023,1981,75
N619,No data,No data
W710,2012,0
O507,2014,0
MT99,2013,0
V368,No data,No data
P719,2002,0
KI01,No data,No data
B0G8,No data,No data
S210,1957,66
MM70,2011,0
D334,1995,0
CC85,2007,0
K007,1986,0
KI15,No data,No data
M462,1990,8
BN57,1965,0
MM64,2011,0
CC91,2008,0
K013,1979,11
G629,No data,No data
F251,1996,0
W704,2013,0
O513,2012,40
U113,2007,0
E980,2013,0
BI31,2009,0
MJ02,2008,0
C329,1991,9
DC98,2013,0
B037,1982,69
E758,2008,0
F279,No data,No data
P043,1980,54
N625,2008,0
A516,2002,0
BI19,No data,No data
L032,1980,6
LI34,No data,No data
K985,No data,No data
T225,1997,0
J443,2008,0
E770,No data,No data
J325,No data,No data
E016,1985,0
B0D4,2017,0
L754,No data,No data
A270,1996,1
P725,2002,0
G615,No data,No data
H526,1999,0
A264,1996,0
MC80,No data,No data
S238,1961,10
J331,2004,0
B0E0,No data,No data
KI29,2014,0
L998,2007,0
CM75,2014,0
MM58,2011,366
C473,1996,0
R640,2001,0
L026,1982,8
K991,2006,0
R898,No data,No data
LI20,2015,0
M338,1985,145
T231,1995,1
J457,No data,No data
E764,2008,0
P057,1978,190
W738,2013,0
N631,2008,0
PG89,2011,0
A502,2001,0
V426,2002,0
G173,2001,0
PI51,1946,17
H240,1989,0
PF16,No data,No data
AC43,No data,No data
N976,2015,0
HD01,2013,0
MR48,1947,1
KA08,No data,No data
E823,2010,0
CE54,No data,No data
ME79,No data,No data
R907,2006,0
EA25,2014,0
L807,No data,No data
D283,No data,No data
CB32,No data,No data
LA01,2007,0
F494,2003,0
AD25,2018,0
G952,2005,0
BV09,2016,0
AD31,2014,0
F480,2003,0
G946,2005,0
L813,No data,No data
CB26,2005,0
LA15,2009,0
BH86,2008,2
CE40,2009,0
EA31,2014,1
R913,2008,1
A489,No data,No data
PF02,2009,0
AC57,2012,0
N962,2014,0
GG26,2013,0
DB07,2010,0
L185,No data,No data
KA34,No data,No data
CE68,2009,0
ME45,2004,0
BF76,2007,0
LH83,2014,0
EA19,2014,0
K832,2005,0
W843,2013,0
MR74,No data,No data
V585,No data,No data
BV21,2015,0
H485,1998,0
P692,2001,0
BA04,2001,0
LA29,No data,No data
R091,No data,No data
KF46,2014,0
MU06,2013,0
H491,1998,0
PA58,2003,0
N786,2013,0
W857,2013,7
O498,2012,0
V591,No data,No data
MR60,1933,10
MK89,2009,0
DB13,2011,0
KA20,No data,No data
U098,2009,0
ME51,No data,No data
BF62,2008,0
K826,2004,0
T386,No data,No data
BF89,2007,0
S402,1988,762
BH51,2008,0
MK62,2011,0
CE97,2010,0
D526,2000,0
K615,No data,No data
O473,2011,0
W664,2011,0
I002,1978,2
F457,2003,0
A338,1998,2
G991,2009,0
O315,2005,0
D240,1998,0
ML04,2009,0
KH75,2014,0
S364,No data,No data
K167,1988,0
ML10,2009,0
M516,1991,0
J279,2002,0
F443,No data,No data
G985,2007,0
V208,1995,0
O301,2004,0
PH19,2012,0
O467,2010,0
N779,1946,0
W670,2011,0
I016,1964,3
F325,No data,No data
AC94,2012,0
T379,1999,0
M270,1955,18
LH68,2014,0
BH45,2008,0
U067,2005,0
MK76,No data,No data
D532,2001,1
CE83,2009,0
R708,2003,0
K601,2001,0
G013,1980,161
PH31,2012,0
H320,1992,0
V546,No data,No data
W658,2010,0
N751,2012,0
A462,2000,0
ME86,2004,0
J537,No data,No data
LH40,2015,0
T351,1999,0
C275,1988,0
R046,1981,3
C513,No data,No data
KF91,1951,0
S358,1987,2
E162,1996,1
P651,No data,No data
A304,2002,0
O329,No data,No data
V220,1996,30
HC98,No data,No data
G775,2003,0
H446,1998,0
P645,2000,0
A310,1997,0
V234,No data,No data
H452,1997,0
D268,No data,No data
C507,1998,0
KF85,2013,0
B619,1998,2
J245,No data,No data
J523,2011,0
LH54,2014,0
C261,1988,4
BH79,No data,No data
PH25,No data,No data
G007,1973,119
V552,2005,0
N745,No data,No data
A476,2002,0
F319,1998,0
PC72,No data,No data
FA48,2013,0
F696,2008,0
HA65,2010,0
LC03,2010,0
T812,2002,0
D081,1965,21
C936,1974,0
BD48,2004,0
CG56,2011,0
C088,1964,163
BJ90,No data,No data
GE30,No data,No data
A847,2006,0
V963,1920,5
PD14,2008,0
GE24,2011,0
A853,2007,35
AA55,2009,1
PD00,No data,No data
LD71,2012,0
CG42,2011,0
BJ84,No data,No data
KD78,2010,0
LC17,2011,0
C0L7,No data,No data
T806,2003,0
C922,2003,0
PC66,No data,No data
H877,2006,0
F682,No data,No data
MW38,2015,0
HA71,2013,6
GB42,2008,1
KD50,No data,No data
DG63,2014,0
Q956,2012,0
P490,1998,0
HA59,2010,0
F872,2012,0
MW10,2014,0
V787,2011,0
W499,No data,No data
N590,2011,0
M099,1984,625
D903,No data,No data
BD74,2005,0
MG47,2007,9
LD59,2015,0
KC36,2010,0
L387,1998,0
S827,1998,0
D917,2007,0
T184,1998,0
BD60,No data,No data
MG53,2006,0
KC22,No data,No data
S833,1998,0
MP62,2013,0
V793,2012,0
AA69,2009,0
N584,No data,No data
Q942,2008,0
H693,2003,0
MW04,2014,0
F866,2012,0
KD44,No data,No data
DG77,2014,0
J084,1987,86
M700,1998,0
MN06,2011,0
K371,2000,13
C0A0,2015,0
D042,1972,35
O117,1997,0
GB95,2008,0
W300,1998,28
F655,No data,No data
F133,1961,6
HH18,No data,No data
I200,2004,0
W466,2004,0
MP89,2013,0
O671,No data,No data
A884,2007,0
Q017,1998,8
K417,1998,6
D724,2005,0
CG95,No data,No data
D0A9,2016,0
MI60,No data,No data
BJ53,2010,0
L378,1998,0
M066,1979,26
J709,2014,0
S600,1995,4
K403,1998,89
D730,No data,No data
MI74,2008,0
BJ47,2012,0
B341,1988,0
M072,1971,206
S614,1994,1
I214,2005,0
W472,No data,No data
A648,2003,0
O665,2014,0
G239,1990,1
A890,No data,No data
F899,2013,0
GB81,2008,0
W314,1998,0
F641,2008,0
M714,1998,8
MN12,No data,No data
DG88,No data,No data
BM21,No data,No data
K365,1995,0
H644,2001,0
PM55,No data,No data
V022,1976,7
N235,1994,0
P453,No data,No data
F669,No data,No data
CN17,2014,0
BM09,2012,0
L422,1998,0
KD93,2011,0
C711,2001,0
D718,2004,0
L344,No data,No data
D0B5,2016,0
CI71,No data,No data
J735,2014,0
MG84,2006,0
GK17,2015,0
HH24,2015,0
A660,2005,0
N553,2006,0
BS86,2013,7
PJ33,No data,No data
G211,1987,0
I228,No data,No data
GK03,No data,No data
HH30,No data,No data
A674,2003,0
N547,2005,0
O659,2015,2
V750,2010,0
H136,1970,13
G205,1987,2
R536,2000,0
MI48,2008,0
D0C1,2017,2
MG90,2006,0
J721,No data,No data
CN03,No data,No data
M728,1998,0
KD87,2011,0
L436,2000,0
C705,1965,2
C0C8,2017,17
K359,1998,0
R250,No data,No data
G563,2000,0
PM41,2015,0
V036,1983,22
H888,No data,No data
PC99,2006,0
Q029,2016,0
PJ31,2013,0
V746,2010,0
A662,2003,0
GK15,2015,0
HH26,2015,128
MG86,2008,0
J737,2015,0
M058,1970,92
CI73,1926,119
L346,No data,No data
C075,1974,99
D0B7,No data,No data
LD98,2017,0
KD91,2015,0
C713,2000,7
MN38,No data,No data
CN15,2015,0
P451,No data,No data
O129,1995,0
V020,1987,0
PM57,No data,No data
P445,No data,No data
X019,2018,0
V034,1979,34
PM43,2015,0
KD85,2011,0
C707,2005,0
CN01,2014,0
J045,1980,0
J723,2014,0
MG92,No data,No data
T145,1988,0
L352,1998,0
BJ79,2010,0
D0C3,2018,0
V752,No data,No data
N545,2005,0
GK01,2015,0
HH32,2015,0
S602,No data,No data
BD89,2005,0
M064,1979,72
C049,1981,20
MI62,2008,0
BJ51,2010,0
K415,2000,0
CG97,2012,0
D726,No data,No data
A886,2007,0
O673,2015,0
AA80,2010,0
GK29,No data,No data
I202,2004,0
F657,No data,No data
W302,1999,0
A138,1988,2
O115,No data,No data
GB97,2008,0
K373,1998,0
D040,1976,176
C0A2,No data,No data
MN04,No data,No data
BM37,2012,0
M702,1998,0
CN29,No data,No data
K367,1997,0
D054,1962,123
MN10,2011,0
L408,1998,0
BM23,No data,No data
M716,No data,No data
F643,2005,0
P479,1998,0
W316,1999,0
V008,1978,83
GB83,2009,0
A892,2012,0
N579,No data,No data
W470,2005,0
F125,No data,No data
AA94,No data,No data
I216,No data,No data
S616,1994,0
T179,1978,0
M070,1988,1
MI76,No data,No data
R508,1965,0
K401,1998,0
D732,2004,0
CG83,2012,0
L385,No data,No data
S825,1999,0
CG68,2011,0
MG45,2006,0
D901,2007,0
T192,1997,1
N592,No data,No data
A879,No data,No data
GB68,2008,0
MW12,No data,No data
F870,2012,0
H685,2004,1
FA76,1910,13
Q954,2012,0
J092,1989,0
R285,1991,16
KD52,2011,0
DG61,2014,0
BC04,1968,3
J086,1988,0
M931,1999,0
K398,1998,0
R291,No data,No data
KD46,2011,69
DG75,2014,0
F864,2011,0
MW06,2014,0
H691,2002,0
Q940,2006,0
H849,2005,0
PC58,2006,0
N586,2009,0
V949,No data,No data
V791,2011,0
MP60,2013,0
L391,1998,0
S831,1998,0
MI89,2009,0
BD62,2005,0
MG51,2006,0
D915,2008,0
PD16,2007,0
V961,1925,1
AA43,2009,0
A845,2007,0
MP48,No data,No data
GE32,No data,No data
S819,1999,0
BJ92,2010,1
KC08,2008,0
LD67,No data,No data
MG79,No data,No data
B394,1989,0
LC01,2010,0
D083,1978,14
M919,1999,1
HA67,No data,No data
GB54,No data,No data
F694,No data,No data
PC70,2006,0
Q968,No data,No data
F858,2012,0
HA73,No data,No data
AF31,No data,No data
F680,2006,0
PC64,No data,No data
H875,2006,0
LC15,2010,0
C0L5,No data,No data
DG49,No data,No data
BJ86,2010,0
CG40,2011,0
D929,2008,0
AA57,2009,0
A851,No data,No data
GE26,No data,No data
V222,No data,No data
F469,1955,2
E160,1997,19
C511,No data,No data
BO09,2013,0
R044,1984,0
D518,No data,No data
C277,1988,0
LH42,2014,0
B169,No data,No data
T353,1999,0
J535,2012,0
ME84,2006,0
V544,2005,0
PH33,2012,0
G011,1976,54
H322,1994,4
P121,1975,8
N747,2013,0
O459,2010,0
V550,2005,0
G005,1973,2
H336,1992,496
R736,2003,4
MK48,2009,0
C263,1987,1
U059,No data,No data
L150,1971,0
LH56,No data,No data
J521,2011,0
C505,1996,0
PA99,2007,0
N021,1982,1
P647,2002,0
KH77,2014,1
M500,No data,No data
ML06,2011,0
R078,1964,49
K171,1988,46
O317,2006,0
G993,2006,0
F333,1998,0
AC82,2012,0
V578,No data,No data
O471,2011,0
K617,2003,0
BH53,2008,0
MK60,2009,0
J509,2013,0
CE81,2009,0
D530,2001,0
K603,No data,No data
U065,2001,0
BH47,2009,0
MK74,No data,No data
AC96,2012,0
W672,2011,0
O465,2010,0
G039,1985,179
O303,2004,0
G987,2006,0
W114,1987,3
E148,No data,No data
B627,1998,0
ML12,No data,No data
DE88,2015,0
D256,No data,No data
K165,1989,0
B814,1999,0
R087,No data,No data
MB21,No data,No data
J290,2003,6
KH88,2014,0
L839,No data,No data
MU10,No data,No data
BV23,No data,No data
V587,No data,No data
W841,2013,0
N948,2014,0
W699,2013,0
N790,1953,1
LH81,2014,0
R939,2006,0
ME47,No data,No data
BF74,No data,No data
LF59,2013,0
DB05,2010,0
KA36,No data,No data
LH95,2014,0
T384,No data,No data
BF60,2008,0
E809,2010,0
KA22,2006,0
MR62,2013,0
V593,2008,0
AC69,2012,0
G978,2006,0
P684,2001,0
H493,1999,0
MU04,2013,0
CB18,No data,No data
J284,2003,7
BA06,2001,0
FC48,2015,0
G950,No data,No data
PA72,2003,0
AD27,2013,0
CB30,No data,No data
B828,No data,No data
LA03,2007,0
L805,2004,0
EA27,2014,0
B196,No data,No data
R905,No data,No data
BF48,2006,0
E821,2012,0
DB39,2011,0
N974,2016,0
AC41,2013,0
PF14,2009,0
N960,2014,0
AC55,2012,0
PF00,2009,3
R911,No data,No data
K818,No data,No data
EA33,2014,0
CE42,No data,No data
E835,2011,0
D295,1997,0
CB24,2008,0
LA17,2007,0
L811,2007,0
MB09,No data,No data
G944,2006,0
AD33,2013,0
A272,1996,52
V356,2001,0
G603,No data,No data
H530,1999,0
M448,1989,27
J327,2004,0
B0D6,2017,0
S548,1992,11
J441,No data,No data
E772,No data,No data
LI36,2015,0
T227,No data,No data
MJ28,2010,0
U139,2010,0
L030,1981,34
R656,2002,4
G165,1986,1
H256,1988,62
O539,1947,12
N627,2008,0
GH63,No data,No data
P041,1979,35
G171,No data,No data
H242,1989,0
N633,2008,0
P055,1975,0
E766,2010,0
B009,1968,3
LI22,2015,0
K993,2006,0
T233,No data,No data
L024,1973,237
R124,1988,0
C471,2001,0
CM77,2014,0
J333,No data,No data
B0E2,No data,No data
P733,2002,0
A266,No data,No data
G617,No data,No data
CC87,2007,0
K005,1985,0
MM72,2011,0
M474,1993,0
B747,1998,273
KI03,2014,0
GF87,No data,No data
O505,2012,0
W712,2014,0
I174,No data,No data
F247,1995,0
M312,1967,1
CJ39,1935,9
B021,1980,132
U105,2006,0
BI27,No data,No data
MJ14,2008,0
D450,1999,0
S560,1993,0
B035,1980,103
L018,1978,1068
BI33,No data,No data
U111,2007,0
D444,1999,0
K777,2003,0
GF93,2013,0
V418,2002,0
O511,2012,0
W706,2012,0
P069,1981,0
F253,1991,0
H518,1999,0
CC93,2007,0
K011,1984,5
MM66,2011,6
KI17,2014,0
B0H5,2018,0
CC78,2007,0
KG24,No data,No data
V395,No data,No data
AB09,2010,0
P082,1968,124
MS02,2013,0
BP31,2013,0
GF78,No data,No data
DC71,2013,0
R695,2003,3
BG00,No data,No data
K944,No data,No data
DC65,No data,No data
J496,2011,0
BG14,2008,0
K950,2005,0
R859,2005,0
PG48,2011,0
N828,No data,No data
PI90,No data,No data
H281,1989,0
BP25,2014,0
O288,No data,No data
HB39,2013,0
B0I1,No data,No data
L959,2009,0
B974,2001,0
MM99,2012,1
DD03,2013,0
KG30,2013,0
L781,2003,0
GA22,No data,No data
HB11,2011,0
B784,1999,0
L971,2007,0
MC69,2003,2
CC44,No data,No data
BN82,No data,No data
KG18,No data,No data
D493,2001,0
R871,2006,0
K978,2006,0
PG60,No data,No data
F284,1998,0
AB35,2010,0
N800,1948,7
W909,1926,0
GF44,2014,0
PG74,2011,0
AB21,2010,0
F290,1994,2
GF50,1978,0
BP19,2013,0
DC59,2013,0
CD36,No data,No data
D487,2000,22
E799,No data,No data
BG28,No data,No data
R865,2005,0
CM88,2014,0
L965,2006,0
CC50,No data,No data
GA36,2006,24
HB05,2011,6
AE47,2013,0
GJ61,2014,0
F079,1958,120
A716,No data,No data
N425,2002,0
V632,2007,0
H054,1968,19
G367,1995,0
R454,1998,0
BK19,2011,1
L232,1992,0
T025,1982,41
CH07,No data,No data
J643,1932,3
MA94,No data,No data
B579,1998,0
L554,2005,0
C667,1999,0
D108,1988,0
R332,1994,0
G401,1998,0
BU96,No data,No data
V154,1991,3
N343,2000,0
G415,1996,370
BU82,2015,0
A064,1974,12
J131,No data,No data
MO58,2013,0
M886,1999,2
R326,1999,0
KB97,No data,No data
L226,1989,99
CH13,No data,No data
M138,1972,144
GJ75,2018,0
W538,2006,0
PE89,2009,0
V626,2007,0
G373,1998,0
MH16,2007,9
BK25,2011,0
S776,1998,0
F045,1977,53
A0A7,2016,0
W510,No data,No data
GD85,2011,0
MV99,2014,0
V168,No data,No data
W276,1998,0
F723,2009,0
P519,2000,0
I410,No data,No data
DH32,2015,0
S010,No data,No data
B545,1995,42
M676,1998,0
MO70,No data,No data
BL43,No data,No data
D134,1962,15
DH26,2015,0
B551,1998,0
MO64,2012,0
BL57,2012,0
G429,1999,0
W262,1998,0
A058,1974,7
I404,No data,No data
I362,2013,0
GJ49,2016,0
W504,2005,0
GD91,2011,0
K575,2004,0
D646,2003,118
MH02,No data,No data
BK31,2011,0
B237,1958,97
M104,No data,No data
D875,2007,445
BE02,2005,0
MF31,2005,0
S789,1998,0
KB40,No data,No data
DA73,2010,0
MQ00,1964,6
H097,1968,39
P280,1991,277
V829,2012,0
H929,2009,0
W289,1995,0
N380,2000,0
PB38,2006,0
BU55,2011,0
F904,2012,0
MV66,2017,0
V197,No data,No data
KE26,2012,0
T958,No data,No data
B0P3,No data,No data
MA57,No data,No data
KE32,No data,No data
B0Q7,No data,No data
M845,1999,0
C868,2002,0
MA43,2000,0
N394,2001,0
GC08,2008,0
BU41,2015,0
MV72,No data,No data
F910,2012,0
MQ14,1960,3
H083,No data,No data
A919,2007,0
D861,2006,0
BE16,2005,5
J694,No data,No data
MF25,No data,No data
CF08,2010,0
R483,1999,28
KB54,2008,78
DA67,2010,1
HG75,No data,No data
A931,2008,0
V815,2011,0
A0M4,No data,No data
PE62,2009,0
D849,2006,0
LE13,2013,0
CF20,No data,No data
BL80,2013,0
CA46,2004,0
T964,2006,0
BB58,2003,0
B586,1998,0
PB04,2005,0
H915,No data,No data
AG51,No data,No data
BU69,No data,No data
GC20,2010,0
H901,No data,No data
AG45,No data,No data
GC34,2009,9
BL94,No data,No data
LB61,2009,0
T970,2006,0
CA52,No data,No data
C854,2002,0
LE07,2013,0
CF34,2011,0
KB68,No data,No data
GD52,2010,0
A925,No data,No data
A0L0,No data,No data
V801,No data,No data
F092,1975,17
B593,1998,0
C855,2003,0
T971,2006,0
CA53,2005,0
LB60,2009,0
BL95,No data,No data
GC35,2009,0
AG44,2015,0
H900,No data,No data
PE77,2009,0
A0L1,2023,0
A924,2006,0
GD53,No data,No data
KB69,2008,0
D684,2003,1
CF35,2010,0
LE06,1959,39
MF18,No data,No data
CF21,2010,0
D690,2003,0
LE12,2013,0
D848,2006,0
PE63,2010,0
A0M5,No data,No data
V814,2011,0
A930,2009,0
GD47,No data,No data
HG74,2015,0
GC21,2008,0
BU68,2015,0
AG50,2015,0
H914,2007,0
PB05,2006,0
C841,No data,No data
T965,2006,0
BL81,2017,0
F911,2012,0
MV73,2014,0
V182,1999,0
BU40,2014,0
GC09,2009,0
T795,No data,No data
BB71,2006,0
B0Q6,No data,No data
M844,1998,4
L582,No data,No data
KE33,2014,0
DA66,2014,0
S944,1999,6
KB55,2008,0
CF09,2010,0
J695,2017,0
MF24,2005,0
BE17,2006,0
D860,2006,0
A918,2007,0
MQ15,1960,0
V828,2012,0
P281,1993,0
DA72,2010,0
KB41,No data,No data
R496,1999,0
S788,1998,0
MF30,2005,0
BE03,2005,0
D874,2007,164
M688,No data,No data
T781,No data,No data
MA56,No data,No data
LB48,2009,0
M850,1999,276
B0P2,2022,0
T959,No data,No data
KE27,2012,0
L596,2003,1
MV67,No data,No data
F905,2012,0
BU54,2014,0
PB39,2004,0
H928,2009,1
I405,2014,0
F736,No data,No data
A059,1974,4
W263,1999,0
G428,1998,0
CA90,2005,0
BL56,No data,No data
MO65,2012,0
M663,1996,0
B550,1998,0
S005,1976,210
C896,2003,0
DH27,2015,0
M105,1987,1
BK30,2011,0
MH03,2006,0
DA99,2011,0
K574,2002,0
GD90,No data,No data
W505,No data,No data
GJ48,2015,0
F050,1983,1
GD84,2011,1
W511,No data,No data
I377,No data,No data
A0A6,2017,0
F044,1983,0
M111,1961,209
BK24,2011,38
MH17,2007,0
D135,1968,39
CA84,2008,0
BL42,2012,0
MO71,No data,No data
B544,1999,0
DH33,2018,0
J118,No data,No data
C882,2002,242
P518,1999,0
I411,2014,1
F722,No data,No data
W277,No data,No data
MV98,2014,0
R327,1998,0
M887,1999,0
MO59,2012,0
C672,2003,0
MA81,No data,No data
A065,1969,56
V141,1989,176
BU83,2016,0
G414,1996,13
PL36,2014,1
G372,1998,18
H041,1972,48
V627,2007,0
W539,2007,0
