id_player,first_activity_year,Won
T156,1988,5
N556,No data,No data
GK12,No data,No data
I239,2006,0
HH21,No data,No data
H127,1965,42
G214,1989,0
O648,No data,No data
V741,2011,0
V027,1990,0
G572,No data,No data
PM50,No data,No data
P456,1998,0
H899,2006,0
N230,1991,5
CN12,No data,No data
C0B9,2016,0
K348,1996,0
C714,No data,No data
CN06,2014,0
R255,1990,358
BM18,2012,1
KD82,2011,0
C700,1968,1
H655,2008,0
PM44,No data,No data
G566,No data,No data
P442,1998,0
F678,2006,0
N542,No data,No data
P324,1995,4
GK06,2015,2
HH35,2015,0
G200,1988,2
V755,2010,0
C066,No data,No data
D0C4,No data,No data
R533,2000,0
J724,2015,0
MG95,No data,No data
T142,No data,No data
AA87,2010,0
I205,2004,0
A881,2007,0
O674,2015,5
MI65,2008,0
BJ56,2010,0
K412,1998,0
D721,2004,0
S605,1994,0
B350,1988,447
M063,1983,116
CI48,2015,0
B436,1990,0
M705,1999,0
K374,1998,0
C0A5,No data,No data
D047,1988,0
MN03,2011,0
DG99,2015,0
BM30,2012,0
GB90,2008,0
F650,2006,0
GB84,2009,0
F644,2007,0
W311,1998,0
M711,1997,0
R269,1994,0
K360,No data,No data
D053,1978,0
MN17,2013,0
BM24,2012,0
MI71,2008,0
L369,1995,0
BJ42,No data,No data
K406,1999,0
D735,2005,0
CG84,2012,0
J718,2014,0
S611,No data,No data
B344,No data,No data
W477,2004,0
HH09,No data,No data
AA93,2010,0
P318,2000,0
I211,No data,No data
Q006,No data,No data
A895,No data,No data
MP98,2014,0
V769,No data,No data
O660,2014,2
PJ07,2014,0
V770,2010,0
O679,No data,No data
N567,2006,0
HH10,2014,0
I208,2005,0
GK23,No data,No data
S608,1993,37
BD83,2007,2
T167,1990,0
D0A1,2015,0
MI68,2008,0
C043,1982,35
K379,1997,8
C0A8,No data,No data
DG94,2014,0
L416,1997,0
CN23,2014,0
M708,1996,60
P467,1998,22
N201,1988,2
W308,1998,0
PM61,2015,0
F649,No data,No data
V002,1982,119
F891,2012,0
GB89,No data,No data
DG80,2014,0
BM29,No data,No data
L402,1997,0
CN37,2014,0
J715,No data,No data
BD97,2005,0
C057,1978,339
L364,1996,0
R502,No data,No data
D738,No data,No data
G231,1989,13
A898,2007,0
MP95,2013,0
V764,2010,0
N573,No data,No data
HH04,2015,0
GK37,2015,0
P315,1998,0
S634,1998,0
M052,1982,262
MI54,2008,0
LD92,2012,0
K423,1998,0
Q023,2015,0
O645,No data,No data
A668,2003,1
I234,No data,No data
V994,2013,0
F661,2009,0
X007,2003,0
H894,2006,0
PC85,No data,No data
W334,1999,0
HA92,2010,0
O123,1993,0
C0B4,2016,0
D076,1968,340
K345,1997,0
BM01,No data,No data
MN32,No data,No data
C719,2001,0
B407,1989,1
C0C0,2016,0
K351,No data,No data
BM15,2012,0
MN26,No data,No data
M720,1997,0
S146,1965,121
F675,No data,No data
H880,2007,0
X013,2012,0
W320,1999,0
PC91,2008,0
N229,1991,0
O137,2002,0
HA86,No data,No data
PM49,No data,No data
O651,2014,0
V758,2012,0
I220,2006,0
P329,No data,No data
F113,1952,127
HH38,No data,No data
MG98,No data,No data
J729,No data,No data
MI40,2008,0
D0C9,No data,No data
LD86,2012,0
S813,1998,1
D0M2,2024,0
C080,1963,214
KC02,2008,0
BJ98,2010,0
MG73,No data,No data
BD40,2004,0
D937,2008,0
AA49,2009,2
GE38,No data,No data
MW24,2014,0
F846,2011,0
G580,2000,2
Q962,1952,11
FA40,2013,0
M913,1999,0
DG57,2014,0
KD64,2011,0
BC32,2006,0
KD70,2011,3
HA79,No data,No data
F852,2011,0
MW30,2015,0
G594,2004,0
Q976,2014,0
PD08,2008,0
MP56,2013,0
D0L6,No data,No data
KC16,2009,0
MG67,No data,No data
BD54,2004,0
D923,2008,128
CI92,1951,0
W491,2007,0
PD20,2007,0
N598,2007,0
A873,2008,0
GE04,2021,0
MI97,No data,No data
CG62,2012,0
LD51,2012,0
T198,1993,0
J098,1991,7
C0N7,No data,No data
T826,2008,0
LC37,2010,0
KD58,No data,No data
GB62,No data,No data
MW18,2014,4
HA51,No data,No data
H857,2006,0
PC46,No data,No data
GB76,2008,0
HA45,2009,0
FA68,2014,0
H843,2005,0
PC52,No data,No data
K392,1998,0
MI83,2008,0
CG76,No data,No data
LD45,2012,0
BD68,2006,0
M085,1985,7
PD34,No data,No data
W485,2005,0
V943,1934,2
AA61,2009,0
A867,2008,0
GE10,No data,No data
H472,1998,65
G741,2002,0
V214,1997,0
G999,2006,0
P665,No data,No data
J265,2002,0
B639,1998,0
L614,2001,0
C527,1999,0
D248,No data,No data
R072,1975,37
L172,No data,No data
BH59,2008,0
C241,No data,No data
LH74,2014,0
BF81,2007,0
AC88,2012,0
F339,1999,302
N765,No data,No data
V572,2006,0
H314,No data,No data
G027,1985,0
PH05,2012,0
N771,2013,204
W678,No data,No data
V566,2006,0
MR97,2013,0
PH11,2012,0
G033,No data,No data
K609,2001,7
LH60,No data,No data
BF95,2007,0
J517,2011,0
KH69,No data,No data
J271,2002,0
L600,2002,0
C533,No data,No data
ML18,2009,0
R066,1973,2
H466,1999,0
G755,2002,0
V200,1995,0
O309,No data,No data
A324,1998,0
J259,2001,19
KH41,2013,0
B605,1997,0
M536,1995,0
ML30,No data,No data
L628,No data,No data
BO03,2013,0
K147,1960,2
D274,No data,No data
O321,No data,No data
V228,1998,0
W136,1986,244
PA87,1969,4
P659,No data,No data
I036,1990,4
W650,2011,0
N759,2014,0
O447,No data,No data
N981,2015,0
K621,No data,No data
R728,2004,0
MK56,2009,0
LH48,2014,0
LF84,2013,0
D506,No data,No data
BH71,2008,0
U053,2001,0
W644,2011,0
O453,2010,0
O335,2005,0
W122,1986,18
A318,1997,0
F477,No data,No data
ML24,2009,0
K153,1988,0
DE55,No data,No data
LA09,2010,0
BA24,No data,No data
E195,1999,0
FC42,2015,0
PA78,1946,12
G782,No data,No data
BV15,2015,0
BF42,2006,0
ME71,2006,0
KA00,2007,12
DB33,2011,0
C282,1988,0
EA39,2015,0
B188,1980,0
BF56,2007,0
ME65,No data,No data
CE48,2009,0
KA14,No data,No data
C296,No data,No data
DB27,No data,No data
A481,No data,No data
AD39,2013,0
G796,No data,No data
BV01,2015,0
KF72,1953,6
DE41,2013,0
B836,1971,0
BA30,2009,0
G966,2009,0
CB06,2005,0
KH82,2014,0
R933,2006,0
EA11,2014,0
M293,1966,35
CE60,2009,0
MK95,2009,0
E817,2010,0
HD35,1934,18
O484,2011,0
N942,2014,0
AC77,No data,No data
PF22,No data,No data
W693,2012,0
V599,No data,No data
MR68,2013,0
N956,No data,No data
AC63,2013,0
W687,2011,0
PF36,2010,0
R927,2006,0
ME59,2004,0
CE74,2010,0
KA28,2007,0
E803,2009,0
U090,2004,0
K190,1989,135
LA21,2012,0
CB12,2005,0
S387,1989,0
KH96,No data,No data
L827,2004,0
G972,No data,No data
AD05,No data,No data
A244,1996,0
V360,2000,0
O269,2003,0
H506,1999,0
G635,No data,No data
B995,2001,0
MM78,2011,1
C453,1995,1
KI09,2014,0
E022,1985,19
B0G0,2018,0
S218,1982,0
E744,2008,0
J477,2009,0
T211,1994,0
CJ33,2013,0
K769,No data,No data
G153,1964,44
N611,2008,0
W718,2012,0
P077,1977,7
GH55,1920,6
H274,1988,10
GF99,No data,No data
V412,2001,0
A536,2003,0
N605,2003,0
E750,2008,0
J463,No data,No data
T205,No data,No data
LI14,2015,0
BI39,2009,0
L012,1980,73
C321,1991,10
CC99,2008,0
D328,1998,0
B981,2001,0
C447,1995,1
B759,1999,0
B0F4,No data,No data
E036,1979,2
P705,2001,0
A250,2001,0
V374,No data,No data
G621,2001,45
K033,1981,10
D300,No data,No data
MM44,2012,0
B771,2001,0
M442,1989,411
L984,2008,0
KI35,2014,0
A278,2000,0
O533,1951,6
PG95,No data,No data
F271,No data,No data
E778,2011,0
B017,1985,0
R884,No data,No data
MJ22,2008,0
C309,No data,No data
BI11,2008,0
U133,2009,0
D466,2000,0
K999,No data,No data
LI28,No data,No data
M330,No data,No data
T239,1998,0
MJ36,2008,0
U127,2009,2
K741,2003,0
PI59,1938,2
O527,2013,0
W730,2012,0
N639,2008,0
PG81,No data,No data
F503,2002,0
D314,No data,No data
MM50,No data,No data
BN63,No data,No data
L748,2003,0
B765,2001,0
S230,1967,62
J339,2005,0
B0E8,2017,0
KI21,2014,0
L990,No data,No data
MC63,2005,2
DD21,2013,0
GA28,2006,0
AE59,No data,No data
MS34,No data,No data
CD28,2008,0
D499,2000,69
E787,2009,0
BG36,2007,0
K972,2006,0
DC53,2012,0
BG22,No data,No data
K966,2006,149
BP13,1946,0
A293,1997,5
CM82,2014,0
MC77,2003,0
B942,No data,No data
HB27,2011,0
GA14,2006,0
G812,1993,0
L947,No data,No data
CC72,No data,No data
MM87,2011,0
CD14,2008,0
MD39,2006,0
S581,1992,0
J488,2009,0
R847,2005,2
PG56,2011,3
AB03,2010,0
I181,2002,0
HE41,1915,67
GF72,2013,0
PG42,2011,0
AB17,2010,0
I195,2003,0
N822,2014,0
HE55,2013,0
GF66,2013,0
CD00,2008,0
S595,No data,No data
R853,2005,0
L953,2010,0
CC66,2007,0
DD09,1958,2
MM93,2012,0
HB33,2011,0
GA00,No data,No data
G806,2004,67
GJ57,2015,0
N413,2003,0
A720,No data,No data
V604,No data,No data
H062,1971,28
R462,2000,0
DA86,2010,3
B229,1963,16
CH31,2013,0
D880,2009,0
DH38,2015,0
L562,2000,0
BL49,2012,0
G437,1998,0
H704,2003,9
V162,2005,0
MV93,No data,No data
A046,1978,0
F729,2008,0
P513,1998,0
G423,No data,No data
MV87,2016,0
V176,1992,1
W268,1998,0
E234,2001,0
M668,1998,0
C645,1999,0
R310,No data,No data
K219,1989,3
DA92,2010,0
T007,1972,403
D894,2008,0
CH25,2013,0
S768,No data,No data
GJ43,No data,No data
N407,No data,No data
A734,No data,No data
V610,2007,0
PK67,No data,No data
G345,1994,0
K557,No data,No data
KB89,2009,0
BK13,2011,0
MH20,2007,0
S998,2000,0
I340,2012,0
P249,1988,0
A0B1,2016,0
F073,1970,1
W526,2006,0
PE97,2009,0
HG80,No data,No data
V638,No data,No data
W240,No data,No data
N349,1999,10
I426,2017,0
F715,2007,0
M640,1995,24
T749,2002,0
B573,No data,No data
MO46,No data,No data
M898,2000,0
D102,1981,0
T991,2007,0
R338,1994,1
LB80,No data,No data
E208,1999,0
DH10,No data,No data
S032,1981,0
M654,1998,0
B567,No data,No data
BL61,2010,0
MO52,2012,0
LB94,2010,0
K225,1994,0
BU88,2015,0
W254,1996,45
F701,2007,0
F067,1970,16
A0C5,2016,0
A708,2006,0
PE83,No data,No data
W532,No data,No data
HG94,2014,13
G379,1996,341
K543,2000,0
BK07,2010,0
MH34,2008,0
M132,1968,32
CH19,2012,0
S754,1998,0
D843,No data,No data
MF07,No data,No data
BE34,No data,No data
DA45,2009,0
S967,1999,0
KB76,2008,0
G392,No data,No data
GJ94,2014,0
PE68,No data,No data
MV50,No data,No data
BU63,2015,0
KE10,2011,0
B0S5,2023,0
M867,2000,0
MA61,2004,0
DF37,2014,0
KE04,2012,0
CA58,2006,0
M873,1999,181
B0R1,No data,No data
B598,No data,No data
MV44,No data,No data
F926,1974,0
BU77,No data,No data
GD58,2010,0
G386,1995,1
GJ80,2014,0
D857,No data,No data
MF13,2006,0
BE20,2009,0
S973,2001,0
DA51,2009,0
KB62,2008,0
A907,No data,No data
V823,2012,0
PE54,No data,No data
BE08,2005,0
CF16,No data,No data
LE25,2013,0
K594,No data,No data
DA79,2010,0
MO85,No data,No data
B0P9,2022,0
T952,2005,0
CA70,2005,0
LB43,2009,0
M683,1998,0
H923,No data,No data
PB32,No data,No data
GC16,2008,0
H937,2007,0
PB26,2004,0
AG73,No data,No data
GC02,No data,No data
MV78,2014,0
V189,1998,0
KE38,2012,0
MO91,No data,No data
CA64,No data,No data
T946,No data,No data
MA49,2000,29
CF02,2010,0
K580,2000,0
LE31,No data,No data
GD64,2011,127
A913,No data,No data
I397,2013,0
V837,No data,No data
PE40,2008,0
M696,1998,0
MA48,2000,0
CA65,No data,No data
T947,No data,No data
MO90,2012,0
L588,No data,No data
V188,1994,0
MV79,No data,No data
GC03,2009,0
AG72,No data,No data
PB27,2004,0
H936,No data,No data
PE41,2010,0
V836,2012,37
A912,2007,2
GD65,2010,0
K581,2001,3
R488,No data,No data
DA78,2010,0
K595,No data,No data
CF17,2010,0
BE09,2005,0
PE55,No data,No data
V822,2013,0
A906,No data,No data
GD71,2010,0
GC17,2008,0
AG66,No data,No data
PB33,2004,3
W282,1998,0
H922,No data,No data
LB42,No data,No data
B0P8,2022,0
CA71,2006,0
MO84,No data,No data
BU76,2015,0
F927,1973,0
B599,1997,62
CA59,2005,0
B0R0,No data,No data
KE05,2011,0
KB63,2008,0
BE21,No data,No data
MF12,2005,0
D856,2006,0
GJ81,No data,No data
G387,1996,0
GD59,2010,0
MQ23,1956,33
PE69,2009,0
GJ95,2015,0
DA44,2009,0
BE35,No data,No data
MF06,2005,0
D842,No data,No data
BB53,2003,0
B0S4,2023,1
KE11,2013,0
BU62,No data,No data
MV51,2014,0
F933,2013,0
F700,2007,0
W255,1996,0
O042,1951,73
BU89,2016,0
LB95,No data,No data
K224,1996,0
D117,1968,2
T984,2007,1
C678,1999,0
MO53,2012,0
BL60,2012,0
M655,1995,257
DH11,2015,0
S033,1978,55
M133,1975,16
MH35,No data,No data
BK06,2010,0
K542,2000,0
HG95,No data,No data
PE82,2009,0
A0C4,2016,0
F066,1966,243
V639,2008,0
HG81,No data,No data
W527,2007,0
PE96,No data,No data
F072,1954,19
A0B0,No data,No data
I341,No data,No data
P248,2002,0
S741,1997,422
B214,No data,No data
M127,1982,0
MH21,No data,No data
KB88,2008,0
BK12,2011,0
K556,2000,0
D665,1973,1
R339,1995,0
T990,2006,0
D103,1973,0
M641,1995,0
T748,No data,No data
DH05,2015,0
F714,2007,0
I427,2015,0
N348,1999,0
R311,1998,0
L577,2001,0
C644,1999,0
T760,2001,1
M669,1999,0
P506,1998,0
A053,1975,50
W269,1999,9
V177,No data,No data
MV86,2014,0
G422,No data,No data
H077,No data,No data
PK66,2013,0
G344,1994,0
V611,2007,0
A735,2011,0
N406,2001,0
GJ42,2014,0
J660,2013,0
S769,1998,0
D895,2007,0
T006,1969,592
CH24,No data,No data
DA93,2014,0
C122,No data,No data
CH30,2012,0
T012,1976,399
D881,2007,0
B228,1952,118
DA87,2011,0
D659,2003,0
R463,2000,0
H063,1978,5
G350,1995,0
V605,2007,1
A721,2004,0
N412,2001,0
GJ56,2014,0
P274,1991,0
P512,1998,0
F728,2008,0
N374,2000,0
MV92,No data,No data
G436,1999,92
L563,2001,0
BL48,2012,0
DH39,No data,No data
R852,2006,1
S594,1994,0
CD01,No data,No data
K783,2003,0
GF67,2013,0
N823,2013,0
AB16,2010,0
PG43,No data,No data
GA01,2006,0
HB32,No data,No data
DD08,2013,0
MM92,No data,No data
CC67,2008,0
L952,No data,No data
MM86,2012,0
CC73,No data,No data
L946,No data,No data
M480,1991,3
G813,2004,0
GA15,2006,0
O297,2005,0
HB26,2011,0
GF73,2013,0
MS09,2013,0
I180,2002,0
P089,1988,0
AB02,No data,No data
PG57,2011,0
R846,2005,0
J489,2009,0
CD15,2008,0
LG26,2013,0
G185,1948,18
K967,No data,No data
MD10,2004,0
BG23,2008,146
DC52,2013,0
C485,1995,1
KG07,1932,5
B943,No data,No data
MC76,2003,0
B0J6,2019,0
A286,2012,0
AE58,No data,No data
GA29,2006,0
C491,1997,0
KG13,1936,10
B957,2001,0
MC62,2004,0
CM97,No data,No data
K973,No data,No data
E786,2009,0
BG37,2008,0
CD29,2008,0
D498,2000,0
DC46,2013,0
BP06,1946,5
G191,No data,No data
I157,2004,0
F264,No data,No data
W731,2013,0
PG80,2012,0
O526,2013,0
H249,1988,0
D473,1999,0
K740,2003,0
U126,2008,0
BI04,2008,0
MJ37,No data,No data
T238,No data,No data
K998,No data,No data
LI29,No data,No data
B002,1976,7
R891,2005,0
S557,1999,0
KI20,No data,No data
B0E9,2017,0
L991,2007,0
J338,2005,1
B764,1999,6
L749,2003,0
MM51,2011,0
D315,No data,No data
K026,No data,No data
P738,2002,0
F502,2002,0
G608,2000,0
O254,2002,1
A279,No data,No data
W043,1975,2
L985,2007,0
KI34,2014,1
M443,1989,202
B770,1999,0
BN76,1947,48
MM45,2011,0
D301,1994,0
D467,2000,0
BI10,2009,0
U132,2010,0
C308,1992,7
M325,1968,1
R885,2006,0
E779,2009,0
F270,No data,No data
PG94,2012,6
W725,2012,0
BI38,2009,0
L013,1984,21
LI15,No data,No data
J462,2010,0
E751,2008,0
N604,2008,0
A537,2001,0
GF98,2014,0
H513,1999,0
V375,No data,No data
A251,1998,0
E037,1961,123
B0F5,No data,No data
L775,2004,0
B980,No data,No data
CC98,2008,6
D329,No data,No data
B0G1,2019,0
KI08,2014,0
E023,1983,0
MM79,2011,0
C452,1994,0
L761,2005,0
H507,1999,0
A245,1993,0
P076,1977,2
N610,2009,0
W719,2013,0
A523,No data,No data
V407,No data,No data
PI70,1919,12
G152,1959,31
C334,No data,No data
LI01,2017,0
T210,No data,No data
CJ32,1927,17
J476,2009,1
E745,No data,No data
U091,No data,No data
KA29,2006,0
E802,No data,No data
L198,1987,0
CE75,2010,0
ME58,2005,0
M286,1978,0
EA04,2014,0
R926,No data,No data
W686,2017,0
PF37,No data,No data
AC62,2012,0
N957,2015,0
O491,2012,0
MR69,No data,No data
V598,2008,0
AD04,2012,1
G973,2006,0
KH97,No data,No data
CB13,2007,0
LA20,2008,0
L832,2004,0
CB07,2011,0
LA34,2008,0
G967,2006,75
PF23,2010,0
W692,2012,1
AC76,2012,0
N943,No data,No data
HD34,1949,1
O485,No data,No data
E816,2010,0
MK94,2009,0
CE61,2009,0
R932,No data,No data
EA10,2014,0
W862,2013,0
DB26,No data,No data
KA15,2006,0
ME64,2011,2
BF57,2007,0
EA38,2015,0
B189,1977,0
MB02,2001,243
E180,1998,2
BA31,No data,No data
B837,1999,349
KF73,1949,1
BV00,2015,0
AD38,2014,0
F489,2003,0
BV14,2016,0
G783,2003,0
FC43,2016,0
BA25,No data,No data
KF67,2013,0
DB32,2011,0
KA01,2006,0
ME70,2004,0
BF43,2006,0
A494,2001,3
MR41,1933,30
O452,2010,0
W645,2010,0
F310,1996,0
S423,1988,0
BH70,2008,0
C268,1987,2
MK43,2009,0
D507,2002,0
LF85,2013,0
ML25,2009,0
B610,1996,0
S345,No data,No data
F476,2001,0
A319,1997,0
W123,1986,232
HC85,1951,1
O334,No data,No data
P658,No data,No data
F462,2001,0
O320,No data,No data
L629,2002,0
KH40,2013,0
S351,1987,385
J258,No data,No data
S437,1998,0
U046,1998,0
BH64,2008,0
MK57,No data,No data
R729,2011,0
H329,1996,0
N980,2015,0
O446,2010,0
W651,No data,No data
N758,No data,No data
I037,1988,0
F304,1998,0
J516,2011,0
BF94,2007,0
LH61,2014,0
L167,1987,0
R701,2003,0
K608,No data,No data
V567,No data,No data
N770,2012,0
W679,2011,2
A443,2001,0
P670,No data,No data
N016,1987,16
V201,1995,62
O308,No data,No data
C532,1998,0
ML19,2009,0
L601,1968,2
E143,1993,4
R073,1963,410
D249,1991,97
C526,1998,4
L615,2001,0
B638,1998,0
J264,2001,0
E157,1998,0
G998,2006,0
N002,1984,0
H473,2000,0
G026,1984,0
H315,1992,0
V573,2006,0
N764,2013,0
A457,2000,5
AC89,2012,0
F338,1998,0
J502,2010,0
BF80,2007,0
BH58,2008,0
R715,2004,0
T833,2003,0
PC53,2006,0
FA69,2013,0
H842,2005,0
GB77,2008,0
GE11,No data,No data
A866,2010,0
V942,2013,12
AA60,2009,0
PD35,2007,0
W484,No data,No data
BD69,No data,No data
LD44,No data,No data
CG77,No data,No data
MI82,2008,0
M090,1981,3
T199,1994,4
CG63,2011,0
MI96,No data,No data
GE05,2011,0
A872,No data,No data
AA74,2010,0
W490,No data,No data
N599,2008,0
PD21,2007,0
PC47,2007,0
H856,2011,0
P499,1999,0
HA50,2011,0
MW19,2014,0
GB63,2008,0
KD59,2012,0
K387,No data,No data
LC36,2010,0
C0N6,2022,0
C903,1977,0
J099,No data,No data
Q977,No data,No data
MW31,No data,No data
HA78,2010,0
F853,2011,0
KD71,2012,0
D922,2008,0
BD55,2004,0
MG66,2006,0
LD78,2012,0
KC17,2009,0
S806,2001,0
D0L7,No data,No data
MP57,2013,0
PD09,No data,No data
GE39,2011,0
AA48,No data,No data
D936,2009,0
BD41,No data,No data
MG72,2007,0
KC03,2008,0
BJ99,2010,0
C081,1974,6
D0M3,2024,0
S812,1998,0
KD65,2011,0
DG56,2014,0
D088,1982,1
F847,2011,0
MW25,2014,0
PM48,No data,No data
O136,1997,0
HA87,2010,0
N228,1993,9
PC90,2008,0
X012,No data,No data
H881,2008,0
F674,2006,0
S147,1963,120
M721,2001,0
MN27,2011,0
BM14,2013,0
K350,1998,0
R259,1991,0
C0C1,2017,0
D063,1971,65
K436,1999,1
D0C8,2018,0
MI41,2008,0
BJ72,2010,0
L359,No data,No data
M047,1976,883
MG99,2008,1
S621,No data,No data
J728,2016,0
F112,1988,0
HH39,No data,No data
I221,2007,0
P328,No data,No data
O650,2014,0
V759,2014,0
V995,2013,0
F106,No data,No data
I235,2006,0
O644,2014,0
LD93,2012,0
K422,1998,0
MI55,2009,0
BJ66,2010,0
M053,1986,0
S635,No data,No data
S153,1966,2
B406,1989,0
MN33,2011,0
C718,2005,0
BM00,2014,0
K344,1995,0
D077,1977,4
C0B5,No data,No data
PC84,2006,0
H895,No data,No data
J072,No data,No data
CN36,No data,No data
BM28,2013,0
L403,1997,0
DG81,No data,No data
GB88,2008,332
A127,1968,1
FA96,2013,0
P472,1998,0
F648,No data,No data
GK36,2018,0
HH05,No data,No data
N572,2006,0
V765,2010,0
MP94,2013,2
A899,2007,0
G230,1991,0
CG88,2012,0
D739,2004,0
R503,1999,0
BD96,2005,0
J714,2014,0
MI69,2009,0
D0A0,2015,0
T166,1991,112
BD82,2005,1
P300,1994,1
I209,2004,0
GK22,2015,0
HH11,2015,0
N566,2007,0
O678,2015,0
PJ06,No data,No data
PM60,2015,0
V017,1971,2
FA82,2013,0
P466,1998,0
CN22,2014,0
DG95,2016,0
C0A9,2015,0
R271,1991,0
K378,1998,0
BD94,2005,0
J716,No data,No data
M079,1983,0
L367,1997,0
K408,1999,4
H101,1974,3
PJ10,2013,0
MP96,No data,No data
V767,2014,0
A643,2003,0
N570,2006,0
W479,2004,0
P316,1996,0
GK34,No data,No data
HH07,2014,0
P470,1998,0
FA94,1906,6
F892,2013,0
O108,1998,0
H667,2002,0
L401,1996,1
DG83,2014,0
MN19,No data,No data
CN34,No data,No data
D049,1976,78
R273,1992,34
L415,1998,0
C726,2000,0
DG97,2014,0
CN20,2014,0
B438,1992,2
J064,1969,16
P464,1998,0
FA80,1908,14
N202,1990,0
F886,2013,0
H673,2003,0
H115,No data,No data
G226,1993,0
V773,2010,0
MP82,1972,0
N564,2006,0
GK20,2015,0
AA89,No data,No data
HH13,2014,0
BD80,2006,28
CI46,2013,0
T164,1991,0
L373,1997,0
BJ58,2010,0
D0A2,2016,0
C040,1986,0
R515,2000,0
O652,2014,0
W445,2003,0
GK08,No data,No data
I223,2006,0
S623,2002,0
M045,1980,6
MI43,2008,20
BJ70,2010,0
LD85,2013,0
D707,2008,0
K352,1997,0
C0C3,2017,0
MN25,2011,0
BM16,2012,0
M723,1998,7
CN08,2014,0
S145,1977,1
F676,No data,No data
PC92,No data,No data
H883,2006,0
X010,No data,No data
A119,No data,No data
HA85,2010,0
G568,2003,0
F662,No data,No data
P458,1998,0
PC86,2008,0
X004,1998,0
H897,No data,No data
O120,No data,No data
HA91,2010,0
K346,1996,0
C0B7,No data,No data
MN31,2011,0
KD98,2011,0
L429,1998,0
BM02,No data,No data
S637,1995,0
M051,1972,205
MI57,2010,0
BJ64,2010,0
K420,2009,0
R529,No data,No data
LD91,No data,No data
Q020,1998,2
H129,1961,24
O646,No data,No data
N558,2006,1
I237,No data,No data
A680,No data,No data
A858,2009,0
MP55,2013,0
KC15,2011,0
D0L5,No data,No data
S804,1999,0
CG49,2011,0
BD57,2006,0
MG64,2008,0
CI91,1947,13
D920,No data,No data
GB49,2008,0
F851,2011,0
MW33,No data,No data
AF38,2013,0
F689,No data,No data
Q975,2014,0
MW27,No data,No data
F845,2011,0
H868,No data,No data
FA43,2013,1
PC79,No data,No data
M910,2005,0
LC08,No data,No data
KD67,2011,0
DG54,2014,0
KC01,2008,0
S810,1999,0
D0M1,No data,No data
C083,1966,63
BD43,2010,0
MG70,2006,0
D934,2008,0
A694,2004,0
MP41,2013,0
KC29,2009,19
CG75,2011,0
MG58,No data,No data
W486,2005,0
PD37,2011,0
A864,2008,0
V798,2011,0
GE13,2011,0
HA46,2009,0
GB75,No data,No data
PC51,No data,No data
Q949,2011,0
H840,No data,No data
K391,No data,No data
R298,No data,No data
LC20,2010,0
M938,1999,0
T831,No data,No data
LC34,No data,No data
C0N4,No data,No data
DG68,2014,0
F879,2012,0
HA52,2010,0
GB61,2009,3
PC45,2009,0
H854,2005,0
PD23,No data,No data
W492,No data,No data
AA76,2010,0
A870,No data,No data
GE07,No data,No data
MI94,2008,0
LD52,2012,0
CG61,2011,0
D908,2007,1
M092,1979,108
J272,2002,2
E141,1992,15
C530,1998,0
BO28,1956,0
L603,No data,No data
R065,1970,546
H465,1998,0
N014,1983,0
F448,No data,No data
V565,No data,No data
G030,1984,0
PH12,2012,0
H303,1992,0
R703,2004,0
C256,1986,0
L165,No data,No data
LH63,2015,0
B148,1981,0
T372,1999,0
J514,No data,No data
BF96,2007,0
R717,1969,2
MK69,2009,0
C242,No data,No data
LH77,No data,No data
J500,2010,0
S409,1975,0
BF82,2007,0
P100,1966,76
N766,2013,0
V571,2006,0
O478,2012,0
PH06,2012,0
G024,1975,108
H317,1992,0
G742,2002,0
H471,1998,0
V217,1998,0
W109,No data,No data
P666,1970,0
J266,2004,0
E155,1995,8
C524,1998,218
R071,1963,511
K178,1991,0
O336,2005,0
W121,1986,2
N028,1981,1
F474,No data,No data
KH56,2013,1
S347,1987,11
ML27,No data,No data
K150,1987,11
D505,No data,No data
MK41,2009,0
S421,1991,0
J528,2011,0
F312,1997,0
W647,No data,No data
O450,2010,0
V559,No data,No data
I035,1995,0
F306,2001,0
W653,2010,0
O444,1966,0
N982,2015,0
G018,1979,34
BH66,2008,0
U044,1998,0
MK55,No data,No data
CK78,2015,0
KH42,2013,0
E169,1998,18
M535,1994,313
B606,No data,No data
ML33,No data,No data
C518,1996,3
O322,2005,0
BV02,2015,0
DE42,2013,0
KF71,2013,0
B835,No data,No data
R918,No data,No data
ME66,No data,No data
BF55,2007,28
LF78,1924,14
DB24,No data,No data
KA17,2006,0
N969,2015,0
W860,2013,0
PF09,2009,0
A482,2002,0
W874,No data,No data
ME72,2008,0
BF41,2006,0
DB30,2011,0
E828,2011,0
KA03,No data,No data
BH99,No data,No data
DE56,No data,No data
CB39,No data,No data
D288,No data,No data
E196,1999,4
G959,2007,0
FC41,2017,0
BV16,2015,0
CB11,2006,0
LA22,No data,No data
K193,1989,2
L824,2005,0
KH95,No data,No data
PA53,No data,No data
G971,No data,No data
AD06,2014,0
O493,2012,0
N955,No data,No data
AC60,No data,No data
PF35,2014,0
W684,No data,No data
M284,1978,0
R924,2006,0
EA06,2014,0
BF69,2008,0
CE77,2009,53
LF44,2013,0
E800,2009,0
U093,2005,0
MK82,2009,0
M290,1974,0
K839,2004,63
EA12,2014,0
R930,No data,No data
LH88,No data,No data
CE63,2009,0
MK96,No data,No data
GG05,1954,22
O487,No data,No data
N941,No data,No data
AC74,2012,0
